Lexem,Genus,Worttrennung,IPA,Silbenzahl
Nutzgarten,m,Nutz·gar·ten,ˈnʊt͡sˌɡaʁtn̩,3
Nutzland,n,Nutz·land,ˈnʊt͡sˌlant,2
Nutzlast,f,Nutz·last,ˈnʊt͡sˌlast,2
Nutzlosigkeit,f,Nutz·lo·sig·keit,ˈnʊt͡sloːzɪçkaɪ̯t,4
Nutznießer,m,Nutz·nie·ßer,ˈnʊt͡sˌniːsɐ,3
Nutznießerin,f,Nutz·nie·ße·rin,ˈnʊt͡sˌniːsəʁɪn,4
Nutzpflanze,f,Nutz·pflan·ze,ˈnʊt͡sˌp͡flant͡sə,3
Nutztier,n,Nutz·tier,ˈnʊt͡sˌtiːɐ̯,2
Nutztierhaltung,f,Nutz·tier·hal·tung,ˈnʊt͡stiːɐ̯ˌhaltʊŋ,4
Nutzung,f,Nut·zung,ˈnʊt͡sʊŋ,2
Nutzungsdauer,f,Nut·zungs·dau·er,ˈnʊt͡sʊŋsˌdaʊ̯ɐ,4
Nutzungsrecht,n,Nut·zungs·recht,ˈnʊt͡sʊŋsˌʁɛçt,3
Nutzvieh,n,Nutz·vieh,ˈnʊt͡sˌfiː,2
Nutzwert,m,Nutz·wert,ˈnʊt͡sˌveːɐ̯t,2
Ny,n,Ny,nyː,1
Nyala,m,Nya·la,ˈnjaːla,2
Nyanja,,Nyan·ja,,2
Nyktalgie,f,Nyk·t·al·gie,nʏktalˈɡiː,4
Nyktalopie,f,Nyk·t·a·l·o·pie,nʏktaloˈpiː,6
Nyktinastie,f,Nyk·ti·nas·tie,nʏktinasˈtiː,4
Nyktometer,n,Nyk·to·me·ter,nʏktoˈmeːtɐ,4
Nyktophobie,f,Nyk·to·pho·bie,nʏktofoˈbiː,4
Nykturie,f,Nyk·t·u·rie,nʏktuˈʁiː,4
Nylon,n,Ny·lon,ˈnaɪ̯lɔn,2
Nylonbluse,f,Ny·lon·blu·se,ˈnaɪ̯lɔnˌbluːzə,4
Nylonfaden,m,Ny·lon·fa·den,ˈnaɪ̯lɔnˌfaːdn̩,4
Nylonfaser,f,Ny·lon·fa·ser,ˈnaɪ̯lɔnˌfaːzɐ,4
Nylonhemd,n,Ny·lon·hemd,ˈnaɪ̯lɔnˌhɛmt,3
Nylonmantel,m,Ny·lon·man·tel,ˈnaɪ̯lɔnˌmantl̩,4
Nylonsackerl,n,Ny·lon·sa·ckerl,ˈnaɪ̯lɔnˌsakɐl,4
Nylonsaite,f,Ny·lon·sai·te,ˈnaɪ̯lɔnˌzaɪ̯tə,4
Nylonschnur,f,Ny·lon·schnur,ˈnaɪ̯lɔnˌʃnuːɐ̯,3
Nylonseil,n,Ny·lon·seil,ˈnaɪ̯lɔnˌzaɪ̯l,3
Nylonstrumpf,m,Ny·lon·strumpf,ˈnaɪ̯lɔnˌʃtʁʊmp͡f,3
Nympha,f,Nym·pha,ˈnʏmfa,2
Nymphchen,n,Nymph·chen,ˈnʏmfçən,2
Nymphe,f,Nym·phe,ˈnʏmfə,2
Nymphensittich,m,Nym·phen·sit·tich,ˈnʏmfn̩ˌsɪtɪç,4
Nymphitis,f,Nym·phi·tis,nʏmˈfiːtɪs,3
Nymphomanie,f,Nym·pho·ma·nie,nʏmfomaˈniː,4
Nymphomanin,f,Nym·pho·ma·nin,ˌnʏmfoˈmaːnɪn,4
Nymphäa,f,Nym·phäa,nʏmˈfɛːa,2
Nymphäe,f,Nym·phäe,nʏmˈfɛːə,2
Nymphäum,n,Nym·phä·um,nʏmˈfɛːʊm,3
Nynorsk,,Ny·norsk,ˈnyːnɔʁsk,2
Nystagmus,m,Nys·tag·mus,nʏˈstaɡmʊs,3
Nystatin,n,Nys·ta·tin,,3
Nächstenliebe,f,Nächs·ten·lie·be,ˈnɛːçstn̩ˌliːbə,4
Nächtigung,f,Näch·ti·gung,ˈnɛçtɪɡʊŋ,3
Näglein,n,Näg·lein,ˈnɛːklaɪ̯n,2
Nähe,f,Nä·he,ˈnɛːə,2
Näher,m,Nä·her,ˈnɛːɐ,2
Näherin,f,Nä·he·rin,ˈnɛːəʁɪn,3
Näherungslösung,f,Nä·he·rungs·lö·sung,ˈnɛːəʁʊŋsˌløːzʊŋ,5
Näherungswert,m,Nä·he·rungs·wert,ˈnɛːəʁʊŋsˌveːɐ̯t,4
Nähesprache,f,Nä·he·spra·che,ˈnɛːəˌʃpʁaːxə,4
Nähfaden,m,Näh·fa·den,ˈnɛːˌfaːdn̩,3
Nähgarn,n,Näh·garn,ˈnɛːˌɡaʁn,2
Nähmaschine,f,Näh·ma·schi·ne,ˈnɛːmaˌʃiːnə,4
Nähmaschinenfabrik,f,Näh·ma·schi·nen·fa·b·rik,ˈnɛːmaʃiːnənfaˌbʁiːk,7
Nährboden,m,Nähr·bo·den,ˈnɛːɐ̯ˌboːdn̩,3
Nährstoff,m,Nähr·stoff,ˈnɛːɐ̯ˌʃtɔf,2
Nährstoffbedarf,m,Nähr·stoff·be·darf,ˈnɛːɐ̯ʃtɔfbəˌdaʁf,4
Nährstoffgehalt,m,Nähr·stoff·ge·halt,ˈnɛːɐ̯ʃtɔfɡəˌhalt,4
Nährwert,m,Nähr·wert,ˈnɛːɐ̯ˌveːɐ̯t,2
Nährwerttabelle,f,Nähr·wert·ta·bel·le,ˈnɛːɐ̯veːɐ̯ttaˌbɛlə,5
Nähseide,f,Näh·sei·de,ˈnɛːˌzaɪ̯də,3
Nähtling,m,Näht·ling,ˈnɛːtlɪŋ,2
Nähutensil,n,Näh·uten·sil,ˈnɛːʔutɛnˌziːl,3
Nähzeug,n,Näh·zeug,ˈnɛːˌt͡sɔɪ̯k,2
Nähzimmer,n,Näh·zim·mer,ˈnɛːˌt͡sɪmɐ,3
Nänie,f,Nä·nie,ˈnɛːni̯ə,2
Näsling,m,Näs·ling,ˈnɛːslɪŋ,2
Nässe,f,Näs·se,ˈnɛsə,2
Näta,f,Nä·ta,,2
Näto,m,Nä·to,,2
Nävus,m,Nä·vus,ˈnɛːvʊs,2
Négritude,f,Né·gri·tude,neɡʁiˈtyːd,3
Nörgelei,f,Nör·ge·lei,nœʁɡəˈlaɪ̯,3
Nörgeln,n,Nör·geln,ˈnœʁɡl̩n,2
Nörgler,m,Nörg·ler,ˈnœʁɡlɐ,2
Nörglerin,f,Nörg·le·rin,ˈnœʁɡləʁɪn,3
Nötigung,f,Nö·ti·gung,ˈnøːtɪɡʊŋ,3
Nüchternheit,f,Nüch·tern·heit,ˈnʏçtɐnhaɪ̯t,3
Nüffel,fm,Nüf·fel,ˈnʏfl̩,2
Nürnberger,m,Nürn·ber·ger,ˈnʏʁnbɛʁɡɐ,3
Nürnbergerin,f,Nürn·ber·ge·rin,ˈnʏʁnbɛʁɡəʁɪn,4
Nüsschen,n,Nüss·chen,ˈnʏsçən,2
Nüster,f,Nüs·ter,ˈnʏstɐ,2
Nützlichkeit,f,Nütz·lich·keit,ˈnʏt͡slɪçˌkaɪ̯t,3
Nützling,m,Nütz·ling,ˈnʏt͡slɪŋ,2
O-Beine,n,O-Bei·ne,ˈoːˌbaɪ̯nə,3
O-Ton,m,O-Ton,ˈoːˌtoːn,2
OG,n,OG,,1
OP-Saal,m,OP-Saal,oːˈpeːˌzaːl,2
OP-Schwester,f,OP-Schwes·ter,oːˈpeːˌʃvɛstɐ,3
OSI-Modell,n,OSI-Mo·dell,ˈoziːmodɛl,3
Oachkatzlschwoaf,f,Oach·katzl·schwoaf,ˈoa̯xkat͡sl̩ˌʃwoa̯f,3
Oase,f,Oa·se,oˈaːzə,2
Oasenbewohner,m,Oa·sen·be·woh·ner,oˈaːzn̩bəˌvoːnɐ,5
Oasenstadt,f,Oa·sen·stadt,oˈaːzn̩ˌʃtat,3
Obacht,f,Ob·acht,ˈoːpʔaxt,2
Obatzter,m,Obatz·ter,ˈoːbat͡sdɐ,2
Obazda,m,Obaz·da,ˈoːbat͡sdɐ,2
Obdach,n,Ob·dach,ˈɔpˌdax,2
Obdachlose,f,Ob·dach·lo·se,ˈɔpdaxˌloːzə,4
Obdachlosenasyl,n,Ob·dach·lo·sen·asyl,ˈɔpdaxloːzn̩ʔaˌzyːl,5
Obdachlosendasein,n,Ob·dach·lo·sen·da·sein,ˈɔpdaxloːzn̩ˌdaːzaɪ̯n,6
Obdachlosenfürsorge,f,Ob·dach·lo·sen·für·sor·ge,ˈɔpdaxloːzn̩ˌfyːɐ̯zɔʁɡə,7
Obdachlosenheim,n,Ob·dach·lo·sen·heim,ˈɔpdaxloːzn̩ˌhaɪ̯m,5
Obdachlosenhilfe,f,Ob·dach·lo·sen·hil·fe,ˈɔpdaxloːzn̩ˌhɪlfə,6
Obdachlosenzeitung,f,Ob·dach·lo·sen·zei·tung,ˈɔpdaxloːzn̩ˌt͡saɪ̯tʊŋ,6
Obdachloser,m,Ob·dach·lo·ser,ˈɔpdaxˌloːzɐ,4
Obdachlosigkeit,f,Ob·dach·lo·sig·keit,ˈɔpdaxloːzɪçkaɪ̯t,5
Obduktion,f,Ob·duk·ti·on,ˌɔpdʊkˈt͡si̯oːn,4
Obduktionsbefund,m,Ob·duk·ti·ons·be·fund,ɔpdʊkˈt͡si̯oːnsbəˌfʊnt,6
Obduktionsbericht,m,Ob·duk·ti·ons·be·richt,ɔpdʊkˈt͡si̯oːnsbəˌʁɪçt,6
Obduzent,m,Ob·du·zent,ɔpduˈt͡sɛnt,3
Obduzentin,f,Ob·du·zen·tin,,4
Obelisk,m,Obe·lisk,obeˈlɪsk,2
Ober,m,Ober,ˈoːbɐ,1
Oberarm,m,Ober·arm,ˈoːbɐˌʔaʁm,2
Oberarmbruch,m,Ober·arm·bruch,ˈoːbɐʔaʁmˌbʁʊx,3
Oberarmknochen,m,Ober·arm·kno·chen,ˈoːbɐʔaʁmˌknɔxən,4
Oberarzt,m,Ober·arzt,ˈoːbɐˌʔaʁt͡st,2
Oberbau,m,Ober·bau,,2
Oberbauch,m,Ober·bauch,ˈoːbɐˌbaʊ̯x,2
Oberbauchbruch,m,Ober·bauch·bruch,ˈoːbɐbaʊ̯xˌbʁʊx,3
Oberbayer,m,Ober·ba·yer,ˈoːbɐˌbaɪ̯ɐ,3
Oberbayerin,f,Ober·ba·ye·rin,ˈoːbɐˌbaɪ̯əʁɪn,4
Oberbefehl,m,Ober·be·fehl,ˈoːbɐbəˌfeːl,3
Oberbefehlshaber,m,Ober·be·fehls·ha·ber,ˈoːbɐbəˌfeːlshaːbɐ,5
Oberbefehlshaberin,f,Ober·be·fehls·ha·be·rin,ˈoːbɐbəˌfeːlshaːbəʁɪn,6
Oberbegriff,m,Ober·be·griff,ˈoːbɐbəˌɡʁɪf,3
Oberbekleidung,f,Ober·be·klei·dung,ˈoːbɐbəˌklaɪ̯dʊŋ,4
Oberbootsmann,m,Ober·boots·mann,ˈoːbɐˌboːt͡sman,3
Oberbürgermeister,m,Ober·bür·ger·meis·ter,ˈoːbɐˌbʏʁɡɐmaɪ̯stɐ,5
Oberbürgermeisterin,f,Ober·bür·ger·meis·te·rin,ˈoːbɐbʏʁɡɐˌmaɪ̯stəʁɪn,6
Oberdeck,n,Ober·deck,ˈoːbɐˌdɛk,2
Oberdeutsch,m,Ober·deutsch,ˈoːbɐdɔɪ̯tʃ,2
Obereichsfeld,n,Ober·eichs·feld,ˈoːbɐˌʔaɪ̯çsfɛlt,3
Oberfeldwebel,m,Ober·feld·we·bel,ˈoːbɐˌfɛltveːbl̩,4
Oberfenster,n,Ober·fens·ter,ˈoːbɐˌfɛnstɐ,3
Oberfläche,f,Ober·flä·che,ˈoːbɐˌflɛçə,3
Oberflächenbehandlung,f,Ober·flä·chen·be·hand·lung,ˈoːbɐflɛçn̩bəˌhantlʊŋ,6
Oberflächenbeschichtung,f,Ober·flä·chen·be·schich·tung,ˈoːbɐflɛçn̩bəˌʃɪçtʊŋ,6
Oberflächenionisation,f,Ober·flä·chen·io·ni·sa·ti·on,,8
Oberflächenspannung,f,Ober·flä·chen·span·nung,ˈoːbɐflɛçn̩ˌʃpanʊŋ,5
Oberflächenstruktur,f,Ober·flä·chen·struk·tur,ˈoːbɐflɛçn̩ʃtʁʊkˌtuːɐ̯,5
Oberflächentemperatur,f,Ober·flä·chen·tem·pe·ra·tur,ˈoːbɐflɛçn̩tɛmpəʁaˌtuːɐ̯,7
Oberflächenwasser,n,Ober·flä·chen·was·ser,ˈoːbɐflɛçn̩ˌvasɐ,5
Oberflächlichkeit,f,Ober·fläch·lich·keit,ˈoːbɐˌflɛçlɪçkaɪ̯t,4
Oberfräse,f,Ober·frä·se,ˈoːbɐˌfʁɛːzə,3
Oberfähnrich,m,Ober·fähn·rich,ˈoːbɐˌfɛːnʁɪç,3
Oberfähnrich zur See,m,Ober·fähn·rich,ˈoːbɐˌfɛːnʁɪç,3
Obergaden,m,Ober·ga·den,ˈobɐˌɡaːdn̩,3
Obergefreiter,m,Ober·ge·frei·ter,ˈoːbɐɡəˌfʁaɪ̯tɐ,4
Obergerichtsvollzieher,m,Ober·ge·richts·voll·zie·her,ˈoːbɐɡəʁɪçt͡sfɔlˌt͡siːɐ,6
Obergeschoss,n,Ober·ge·schoss,ˈoːbɐɡəˌʃɔs,3
Obergeschoß,n,Ober·ge·schoß,ˈoːbɐɡəˌʃoːs,3
Obergrenze,f,Ober·gren·ze,ˈoːbɐˌɡʁɛnt͡sə,3
Obergurt,m,Ober·gurt,,2
Oberhaupt,n,Ober·haupt,ˈoːbɐˌhaʊ̯pt,2
Oberhaus,n,Ober·haus,ˈoːbɐˌhaʊ̯s,2
Oberhemd,n,Ober·hemd,ˈoːbɐˌhɛmt,2
Oberherrschaft,f,Ober·herr·schaft,ˈoːbɐˌhɛʁʃaft,3
Oberhoheit,f,Ober·ho·heit,ˈoːbɐˌhoːhaɪ̯t,3
Oberholz,n,Ober·holz,ˈoːbɐˌhɔlt͡s,2
Oberin,f,Obe·rin,ˈoːbəʁɪn,2
Oberingenieur,m,Ober·in·ge·ni·eur,ˈoːbɐʔɪnʒeˌni̯øːɐ̯,5
Oberkapelle,f,Ober·ka·pel·le,ˈoːbɐkaˌpɛlə,4
Oberkellner,m,Ober·kell·ner,ˈoːbɐˌkɛlnɐ,3
Oberkiefer,mn,Ober·kie·fer,ˈoːbɐˌkiːfɐ,3
Oberklasse,f,Ober·klas·se,ˈoːbɐˌklasə,3
Oberkommandierender,m,Ober·kom·man·die·ren·der,ˈoːbɐkɔmanˌdiːʁəndɐ,6
Oberkommando,n,Ober·kom·man·do,ˈoːbɐkɔˌmando,4
Oberkörper,m,Ober·kör·per,ˈoːbɐˌkœʁpɐ,3
Oberkörperergometer,n,Ober·kör·per·er·go·me·ter,ˈoːbɐkœʁpɐʔɛʁɡoˌmeːtɐ,7
Oberlandesgericht,n,Ober·lan·des·ge·richt,ˈoːbɐˌlandəsɡəʁɪçt,5
Oberlauf,m,Ober·lauf,ˈoːbɐˌlaʊ̯f,2
Oberlausitzisch,f,Ober·lau·sit·zisch,ˈoːbɐˌlaʊ̯zɪt͡sɪʃ,4
Oberleitung,f,Ober·lei·tung,ˈoːbɐˌlaɪ̯tʊŋ,3
Oberleitungsmast,m,Ober·lei·tungs·mast,ˈoːbɐlaɪ̯tʊŋsˌmast,4
Oberleitungsomnibus,m,Ober·lei·tungs·om·ni·bus,ˈoːbɐlaɪ̯tʊŋsˌʔɔmnibʊs,6
Oberleitungsschaden,m,Ober·lei·tungs·scha·den,ˈoːbɐlaɪ̯tʊŋsˌʃaːdn̩,5
Oberleutnant,m,Ober·leut·nant,ˈoːbɐˌlɔɪ̯tnant,3
Oberleutnant zur See,m,Ober·leut·nant,,3
Oberlicht,n,Ober·licht,ˈoːbɐˌlɪçt,2
Oberliga,f,Ober·li·ga,ˈoːbɐˌliːɡa,3
Oberligist,m,Ober·li·gist,ˈoːbɐliˌɡɪst,3
Oberlippe,f,Ober·lip·pe,ˈoːbɐˌlɪpə,3
Oberlippenbart,m,Ober·lip·pen·bart,ˈoːbɐlɪpn̩ˌbaːɐ̯t,4
Oberlänge,f,Ober·län·ge,ˈoːbɐˌlɛŋə,3
Obermaat,m,Ober·maat,ˈoːbɐˌmaːt,2
Obermenge,f,Ober·men·ge,ˈoːbɐˌmɛŋə,3
Oberpfarrer,m,Ober·pfar·rer,ˈoːbɐˌp͡faʁɐ,3
Oberprima,f,Ober·pri·ma,ˈoːbɐˌpʁiːma,3
Oberprimaner,m,Ober·pri·ma·ner,ˈoːbɐpʁiˌmaːnɐ,4
Oberprimanerin,f,Ober·pri·ma·ne·rin,ˌoːbɐpʁiˈmaːnəʁɪn,5
Oberrat,m,Ober·rat,ˈoːbɐˌʁaːt,2
Oberrealschule,f,Ober·re·al·schu·le,ˈoːbɐʁeˌaːlʃuːlə,5
Oberrohr,n,Ober·rohr,ˈoːbɐˌʁoːɐ̯,2
Obers,n,Obers,ˈoːbɐs,1
Oberschenkel,m,Ober·schen·kel,ˈoːbɐʃɛŋkl̩,3
Oberschenkelhalsbruch,m,Ober·schen·kel·hals·bruch,ˈoːbɐʃɛŋkəlhalsbʁʊx,5
Oberschenkelknochen,m,Ober·schen·kel·kno·chen,ˈoːbɐʃɛŋkəlknɔxən,5
Oberschicht,f,Ober·schicht,ˈoːbɐˌʃɪçt,2
Oberschiedsrichter,m,Ober·schieds·rich·ter,ˈoːbɐˌʃiːt͡sʁɪçtɐ,4
Oberschrank,m,Ober·schrank,ˈoːbɐˌʃʁaŋk,2
Oberschule,f,Ober·schu·le,ˈoːbɐˌʃuːlə,3
Oberschullehrer,m,Ober·schul·leh·rer,ˈoːbɐʃuːlˌleːʁɐ,4
Oberschullehrerin,f,Ober·schul·leh·re·rin,ˈoːbɐʃuːlˌleːʁəʁɪn,5
Oberschwester,f,Ober·schwes·ter,ˈoːbɐˌʃvɛstɐ,3
Obersekunda,f,Ober·se·kun·da,ˈoːbɐzeˌkʊnda,4
Obersekundaner,m,Ober·se·kun·da·ner,ˈoːbɐzekʊnˌdaːnɐ,5
Oberseminar,n,Ober·se·mi·nar,ˈoːbɐzemiˌnaːɐ̯,4
Obersoldat,m,Ober·sol·dat,ˈoːbɐzɔlˌdaːt,3
Obersorbisch,m,Ober·sor·bisch,ˈoːbɐzɔʁbɪʃ,3
Oberst,m,Oberst,ˈoːbɐst,1
Oberstaatsanwalt,m,Ober·staats·an·walt,oːbɐˈʃtaːt͡sʔanˌvalt,4
Oberstabsbootsmann,m,Ober·stabs·boots·mann,ˈoːbɐˌʃtaːpsboːt͡sman,4
Oberstabsfeldwebel,m,Ober·stabs·feld·we·bel,,5
Oberstabsgefreiter,m,Ober·stabs·ge·frei·ter,oːbɐˈʃtaːpsɡəˌfʁaɪ̯tɐ,5
Oberstleutnant,m,Oberst·leut·nant,ˈoːbɐstˌlɔɪ̯tnant,3
Oberstudiendirektor,m,Ober·stu·di·en·di·rek·tor,,7
Oberstudienrat,m,Ober·stu·di·en·rat,,5
Oberstufe,f,Ober·stu·fe,ˈoːbɐˌʃtuːfə,3
Oberstufenschüler,m,Ober·stu·fen·schü·ler,ˈoːbɐʃtuːfn̩ˌʃyːlɐ,5
Obersturmbannführer,m,Ober·sturm·bann·füh·rer,oːbɐˈʃtʊʁmbanˌfyːʁɐ,5
Obersächsisch,n,Ober·säch·sisch,ˈoːbɐˌzɛksɪʃ,3
Oberteil,mn,Ober·teil,ˈoːbɐˌtaɪ̯l,2
Obertertia,f,Ober·ter·tia,ˈoːbɐˌtɛʁt͡si̯a,3
Obertertianer,m,Ober·ter·ti·a·ner,ˈoːbɐtɛʁˌt͡si̯aːnɐ,5
Oberton,m,Ober·ton,ˈoːbɐˌtoːn,2
Oberweite,f,Ober·wei·te,ˈoːbɐˌvaɪ̯tə,3
Oberösterreicher,m,Ober·ös·ter·rei·cher,ˈoːbɐˌʔøːstɐʁaɪ̯çɐ,5
Oberösterreicherin,f,Ober·ös·ter·rei·che·rin,ˈoːbɐˌʔøːstəʁaɪ̯çəʁɪn,6
Obfrau,f,Ob·frau,ˈɔpfʁaʊ̯,2
Obhut,f,Ob·hut,ˈɔpˌhuːt,2
Obi,mn,Obi,,1
Objekt,n,Ob·jekt,ɔpˈjɛkt,2
Objektiv,mn,Ob·jek·tiv,ˌɔpjɛkˈtiːf|ˈɔpjɛkˌtiːf,3
Objektivität,f,Ob·jek·ti·vi·tät,ˌɔpjɛktiviˈtɛːt,5
Objektophilie,f,Ob·jek·to·phi·lie,,5
Objektsatz,m,Ob·jekt·satz,ɔpˈjɛktˌzat͡s,3
Objektsprache,f,Ob·jekt·spra·che,ɔpˈjɛktˌʃpʁaːxə,4
Objektträger,m,Ob·jekt·trä·ger,ɔpˈjɛktˌtʁɛːɡɐ,4
Oblast,fm,Ob·last,ˈɔblast,2
Oblate,f,Ob·la·te,oˈblaːtə,3
Obliegenheit,f,Ob·lie·gen·heit,ˈɔpˌliːɡn̩haɪ̯t,4
Obligation,f,Ob·li·ga·ti·on,obliɡaˈt͡si̯oːn,5
Obligationsfunktion,f,Ob·li·ga·ti·ons·funk·ti·on,obliɡaˈt͡si̯oːnsfʊŋkˌt͡si̯oːn,8
Obligationstext,m,Ob·li·ga·ti·ons·text,obliɡaˈt͡si̯oːnsˌtɛkst,6
Obligo,n,Ob·li·go,ˈoːbliɡo,3
Obliquität,f,Ob·li·qui·tät,ˌoblikviˈtɛːt,4
Obmann,m,Ob·mann,ˈɔpˌman,2
Obmännin,f,Ob·män·nin,ˈɔpmɛnɪn,3
Oboe,f,Oboe,oˈboːə,1
Oboenkonzert,n,Obo·en·kon·zert,oˈboːənkɔnˌt͡sɛʁt,4
Oboer,m,Obo·er,oˈboːɐ,2
Oboerin,f,Obo·e·rin,oˈboːəʁɪn,3
Oboist,m,Obo·ist,oboˈɪst,2
Oboistin,f,Obo·is·tin,oboˈɪstɪn,3
Obolus,m,Obo·lus,ˈoːbolʊs,2
Obrigkeit,f,Ob·rig·keit,ˈoːbʁɪçkaɪ̯t,3
Obrigkeitsstaat,m,Ob·rig·keits·staat,ˈoːbʁɪçkaɪ̯t͡sʃtaːt,4
Obrist,m,Ob·rist,oˈbʁɪst,2
Obsekration,f,Ob·se·kra·ti·on,ɔpzekʁaˈt͡si̯oːn,5
Observatorium,n,Ob·ser·va·to·ri·um,ɔpzɛʁvaˈtoːʁiʊm,6
Obsession,f,Ob·ses·si·on,ɔpzɛˈsi̯oːn,4
Obsessivität,f,Ob·ses·si·vi·tät,ˌɔpsɛsiviˈtɛːt,5
Obsidian,m,Ob·si·di·an,ɔpzidiˈaːn,4
Obsidianschwert,n,Ob·si·di·an·schwert,ɔpzidiˈaːnˌʃveːɐ̯t,5
Obskurität,f,Ob·s·ku·ri·tät,ˌɔpskuʁiˈtɛːt,5
Obsoleszenz,f,Ob·so·les·zenz,ɔpzolɛsˈt͡sɛnt͡s,4
Obsorge,f,Ob·sor·ge,ˈɔpˌzɔʁɡə,3
Obst,n,Obst,oːpst,1
Obstart,f,Obst·art,ˈoːpstˌʔaːɐ̯t,2
Obstbau,m,Obst·bau,ˈoːpstbaʊ̯,2
Obstbauer,m,Obst·bau·er,ˈoːpstˌbaʊ̯ɐ,3
Obstbaum,m,Obst·baum,ˈoːpstˌbaʊ̯m,2
Obstbaumbestand,m,Obst·baum·be·stand,ˈoːpstbaʊ̯mbəˌʃtant,4
Obstbrand,m,Obst·brand,ˈoːpstˌbʁant,2
Obstbrennerei,f,Obst·bren·ne·rei,ˈoːpstbʁɛnəˌʁaɪ̯,4
Obsternte,f,Obst·ern·te,ˈoːpstˌʔɛʁntə,3
Obstetrik,f,Ob·s·te·t·rik,ɔpˈsteːtʁɪk,5
Obstetrix,f,Ob·s·te·t·rix,ɔpˈsteːtʁɪks,5
Obstgarten,m,Obst·gar·ten,ˈoːpstˌɡaʁtn̩,3
Obstgeschäft,n,Obst·ge·schäft,ˈoːpstɡəˌʃɛft,3
Obsthandel,m,Obst·han·del,ˈoːpstˌhandl̩,3
Obsthändler,m,Obst·händ·ler,ˈoːpstˌhɛndlɐ,3
Obsthändlerin,f,Obst·händ·le·rin,ˈoːpstˌhɛndləʁɪn,4
Obstination,f,Ob·sti·na·ti·on,ɔpstinaˈt͡si̯oːn,5
Obstipation,f,Ob·s·ti·pa·ti·on,ɔpstipaˈt͡si̯oːn,6
Obstkiste,f,Obst·kis·te,ˈoːpstˌkɪstə,3
Obstkuchen,m,Obst·ku·chen,ˈoːpstˌkuːxn̩,3
Obstladen,m,Obst·la·den,ˈoːpstˌlaːdn̩,3
Obstler,m,Obst·ler,ˈoːpstlɐ,2
Obstmaische,f,Obst·mai·sche,ˈoːpstˌmaɪ̯ʃə,3
Obstmesser,n,Obst·mes·ser,ˈoːpstˌmɛsɐ,3
Obstplantage,f,Obst·plan·ta·ge,ˈoːpstplanˌtaːʒə,4
Obstproduktion,f,Obst·pro·duk·ti·on,ˈoːpstpʁodʊkˌt͡si̯oːn,5
Obstruent,m,Ob·s·t·ru·ent,ɔpstʁuˈɛnt,5
Obstruktion,f,Ob·s·t·ruk·ti·on,ɔpstʁʊkˈt͡si̯oːn,6
Obstsaft,m,Obst·saft,ˈoːpstˌzaft,2
Obstsalat,m,Obst·sa·lat,ˈoːpstzaˌlaːt,3
Obstschale,f,Obst·scha·le,ˈoːpstˌʃaːlə,3
Obstschaumwein,m,Obst·schaum·wein,ˈoːpstˌʃaʊ̯mvaɪ̯n,3
Obstsorte,f,Obst·sor·te,ˈoːpstˌzɔʁtə,3
Obstteller,m,Obst·tel·ler,ˈoːpstˌtɛlɐ,3
Obsttorte,f,Obst·tor·te,ˈoːpstˌtɔʁtə,3
Obstwein,m,Obst·wein,ˈoːpstˌvaɪ̯n,2
Obstwiese,f,Obst·wie·se,ˈoːpstˌviːzə,3
Obszönität,f,Ob·s·zö·ni·tät,ɔpst͡søniˈtɛːt,5
Obus,m,Obus,ˈoːbʊs,1
Obuslinie,f,Obus·li·nie,ˈoːbʊsˌliːni̯ə,3
Ochse,m,Och·se,ˈɔksə,2
Ochsenauge,n,Och·sen·au·ge,ˈɔksn̩ˌʔaʊ̯ɡə,4
Ochsenblut,n,Och·sen·blut,ˈɔksn̩ˌbluːt,3
Ochsenfiesel,m,Och·sen·fie·sel,ˈɔksn̩ˌfiːzl̩,4
Ochsenfleisch,n,Och·sen·fleisch,ˈɔksn̩ˌflaɪ̯ʃ,3
Ochsengespann,n,Och·sen·ge·spann,ˈɔksn̩ɡəˌʃpan,4
Ochsenkarren,m,Och·sen·kar·ren,ˈɔksn̩ˌkaʁən,4
Ochsenkopf,m,Och·sen·kopf,ˈɔksn̩ˌkɔp͡f,3
Ochsenmaul,n,Och·sen·maul,ˈɔksn̩ˌmaʊ̯l,3
Ochsenmaulsalat,m,Och·sen·maul·sa·lat,ˈɔksn̩maʊ̯lzaˌlaːt,5
Ochsenrennen,n,Och·sen·ren·nen,ˈɔksn̩ˌʁɛnən,4
Ochsenschwanz,m,Och·sen·schwanz,ˈɔksn̩ˌʃvant͡s,3
Ochsenschwanzsuppe,f,Och·sen·schwanz·sup·pe,ˈɔksn̩ʃvant͡sˌzʊpə,5
Ochsenziemer,m,Och·sen·zie·mer,ˈɔksn̩ˌt͡siːmɐ,4
Ochsenzunge,f,Och·sen·zun·ge,ˈɔksn̩ˌt͡sʊŋə,4
Ocker,mn,Ocker,ˈɔkɐ,1
Ockerton,m,Ocker·ton,ˈɔkɐˌtoːn,2
Octadecansäure,f,Oc·ta·de·can·säu·re,,6
Octan,n,Oc·tan,ɔkˈtaːn,2
Octanal,n,Oc·ta·nal,,3
Octansäure,f,Oc·tan·säu·re,,4
Octylaldehyd,m,Oc·tyl·al·de·hyd,,5
Odaliske,f,Oda·lis·ke,odaˈlɪskə,3
Ode,f,Ode,ˈoːdə,1
Odel,m,Odel,ˈoːdl̩,1
